Species,Area,Units,Country
CTG,27.9_NK,TLW,ES
CTG,27.7,TLW,FR
CTG,27.8,TLW,FR
CTG,27,TLW,FR
CTG,27.7.d,TLW,FR
CTG,27.7.e,TLW,FR
CTG,27.7_NK,TLW,FR
CTG,27.8.a,TLW,FR
CTG,27.8.b,TLW,FR
CTG,27.8_NK,TLW,FR
CTG,27_NK,TLW,FR
CTG,27.4,TLW,GB
CTG,27.7,TLW,GB
CTG,27,TLW,GB
CTG,27.4.c,TLW,GB
CTG,27.7.a,TLW,GB
CTG,27.7.d,TLW,GB
CTG,27.7.e,TLW,GB
CTG,27.6,TLW,IE
CTG,27.7,TLW,IE
CTG,27,TLW,IE
CTG,27.6.a,TLW,IE
CTG,27.7.a,TLW,IE
CTG,27.7.b,TLW,IE
CTG,27.7.g,TLW,IE
CTG,27.7.j,TLW,IE
CTG,27.7.j_NK,TLW,IE
CTG,27.8,TLW,PT
CTG,27.9,TLW,PT
CTG,27,TLW,PT
CTG,27.1,TLW,PT
CTG,27.10.a,TLW,PT
CTG,27.10.a.2,TLW,PT
CTG,27.10.a_NK,TLW,PT
CTG,27.10_NK,TLW,PT
CTG,27.8.c,TLW,PT
CTG,27.9.a,TLW,PT
CTG,27.9_NK,TLW,PT
CTL,27.3,TLW,DK
CTL,27.4,TLW,DK
CTL,27.6,TLW,DK
CTL,27.7,TLW,DK
CTL,27,TLW,DK
CTL,27.3.a,TLW,DK
CTL,27.3.b.23,TLW,DK
CTL,27.3.c.22,TLW,DK
CTL,27.3.d,TLW,DK
CTL,27.3.d.24,TLW,DK
CTL,27.3.d.25,TLW,DK
CTL,27.3.d_NK,TLW,DK
CTL,27.4.a,TLW,DK
CTL,27.4.b,TLW,DK
CTL,27.4.c,TLW,DK
CTL,27.4_NK,TLW,DK
CTL,27.6.a,TLW,DK
CTL,27.7.d,TLW,DK
CTL,27.7.e,TLW,DK
CTL,27.4,TLW,ES
CTL,27.6,TLW,ES
CTL,27.7,TLW,ES
CTL,27.8,TLW,ES
CTL,27.9,TLW,ES
CTL,27,TLW,ES
CTL,27.1,TLW,ES
CTL,27.10.a,TLW,ES
CTL,27.10.a.1,TLW,ES
CTL,27.4.a,TLW,ES
CTL,27.6.a,TLW,ES
CTL,27.6.b,TLW,ES
CTL,27.6.b_NK,TLW,ES
CTL,27.7.b,TLW,ES
CTL,27.7.c,TLW,ES
CTL,27.7.c_NK,TLW,ES
CTL,27.7.e,TLW,ES
CTL,27.7.f,TLW,ES
CTL,27.7.g,TLW,ES
CTL,27.7.h,TLW,ES
CTL,27.7.j,TLW,ES
CTL,27.7.j.2,TLW,ES
CTL,27.7.j_NK,TLW,ES
CTL,27.7.k,TLW,ES
CTL,27.7.k_NK,TLW,ES
CTL,27.8.a,TLW,ES
CTL,27.8.b,TLW,ES
CTL,27.8.c,TLW,ES
CTL,27.8.d,TLW,ES
CTL,27.8.d.2,TLW,ES
CTL,27.8.d_NK,TLW,ES
CTL,27.8.e,TLW,ES
CTL,27.8.e.1,TLW,ES
CTL,27.8.e_NK,TLW,ES
CTL,27.8_NK,TLW,ES
CTL,27.9.a,TLW,ES
CTL,27.9.b,TLW,ES
CTL,27.9.b.1,TLW,ES
CTL,27.9_NK,TLW,ES
CTL,27.1,TLW,FR
CTL,27.2,TLW,FR
CTL,27.4,TLW,FR
CTL,27.5,TLW,FR
CTL,27.6,TLW,FR
CTL,27.7,TLW,FR
CTL,27.8,TLW,FR
CTL,27.9,TLW,FR
CTL,27,TLW,FR
CTL,27.1_NK,TLW,FR
CTL,27.1,TLW,FR
CTL,27.10.a,TLW,FR
CTL,27.10.a_NK,TLW,FR
CTL,27.10_NK,TLW,FR
CTL,27.2.b,TLW,FR
CTL,27.2.b_NK,TLW,FR
CTL,27.4.a,TLW,FR
CTL,27.4.b,TLW,FR
CTL,27.4.c,TLW,FR
CTL,27.4_NK,TLW,FR
CTL,27.5.b,TLW,FR
CTL,27.5.b_NK,TLW,FR
CTL,27.5_NK,TLW,FR
CTL,27.6.a,TLW,FR
CTL,27.7.a,TLW,FR
CTL,27.7.b,TLW,FR
CTL,27.7.c,TLW,FR
CTL,27.7.c_NK,TLW,FR
CTL,27.7.d,TLW,FR
CTL,27.7.e,TLW,FR
CTL,27.7.f,TLW,FR
CTL,27.7.g,TLW,FR
CTL,27.7.h,TLW,FR
CTL,27.7.j,TLW,FR
CTL,27.7.j_NK,TLW,FR
CTL,27.7.k,TLW,FR
CTL,27.7.k_NK,TLW,FR
CTL,27.7_NK,TLW,FR
CTL,27.8.a,TLW,FR
CTL,27.8.b,TLW,FR
CTL,27.8.c,TLW,FR
CTL,27.8.d,TLW,FR
CTL,27.8.d_NK,TLW,FR
CTL,27.8.e,TLW,FR
CTL,27.8.e_NK,TLW,FR
CTL,27.8_NK,TLW,FR
CTL,27.9.b,TLW,FR
CTL,27.9.b_NK,TLW,FR
CTL,27_NK,TLW,FR
CTL,27.4,TLW,GB
CTL,27.6,TLW,GB
CTL,27.7,TLW,GB
CTL,27.8,TLW,GB
CTL,27,TLW,GB
CTL,27.4.a,TLW,GB
CTL,27.4.b,TLW,GB
CTL,27.4.c,TLW,GB
CTL,27.6.a,TLW,GB
CTL,27.6.b,TLW,GB
CTL,27.6.b_NK,TLW,GB
CTL,27.7.a,TLW,GB
CTL,27.7.b,TLW,GB
CTL,27.7.c,TLW,GB
CTL,27.7.c.2,TLW,GB
CTL,27.7.c_NK,TLW,GB
CTL,27.7.d,TLW,GB
CTL,27.7.e,TLW,GB
CTL,27.7.f,TLW,GB
CTL,27.7.g,TLW,GB
CTL,27.7.h,TLW,GB
CTL,27.7.j,TLW,GB
CTL,27.7.j.2,TLW,GB
CTL,27.7.j_NK,TLW,GB
CTL,27.7.k,TLW,GB
CTL,27.7.k.2,TLW,GB
CTL,27.7.k_NK,TLW,GB
CTL,27.8.a,TLW,GB
CTL,27.8.b,TLW,GB
CTL,27.8.c,TLW,GB
CTL,27.8.d,TLW,GB
CTL,27.8.d.2,TLW,GB
CTL,27.8.d_NK,TLW,GB
CTL,27.8_NK,TLW,GB
CTL,27.7,TLW,IE
CTL,27,TLW,IE
CTL,27.7.a,TLW,IE
CTL,27.7.e,TLW,IE
CTL,27.7.f,TLW,IE
CTL,27.7.g,TLW,IE
CTL,27.7.h,TLW,IE
CTL,27.7.j,TLW,IE
CTL,27.7.j.2,TLW,IE
CTL,27.7.j_NK,TLW,IE
CTL,27.4,TLW,NL
CTL,27.6,TLW,NL
CTL,27.7,TLW,NL
CTL,27.8,TLW,NL
CTL,27,TLW,NL
CTL,27.4.a,TLW,NL
CTL,27.4.b,TLW,NL
CTL,27.4.c,TLW,NL
CTL,27.6.a,TLW,NL
CTL,27.8_NK,TLW,NL
CTL,27.3,TLW,NO
CTL,27,TLW,NO
CTL,27.3.a,TLW,NO
CTL,27.9,TLW,PT
CTL,27,TLW,PT
CTL,27.1,TLW,PT
CTL,27.10_NK,TLW,PT
CTL,27.9_NK,TLW,PT
CTL,27.3,TLW,SE
CTL,27,TLW,SE
CTL,27.3.a,TLW,SE
CTS,27.8,TLW,ES
CTS,27.9,TLW,ES
CTS,27,TLW,ES
CTS,27.1,TLW,ES
CTS,27.10_NK,TLW,ES
CTS,27.8.a,TLW,ES
CTS,27.8.c,TLW,ES
CTS,27.8_NK,TLW,ES
CTS,27.9.a,TLW,ES
CTS,27.9_NK,TLW,ES
CTS,27.7,TLW,FR
CTS,27.8,TLW,FR
CTS,27,TLW,FR
CTS,27.7.d,TLW,FR
CTS,27.7.e,TLW,FR
CTS,27.7.g,TLW,FR
CTS,27.7.k,TLW,FR
CTS,27.7.k_NK,TLW,FR
CTS,27.8.a,TLW,FR
CTS,27_NK,TLW,FR
CTS,27.6,TLW,GB
CTS,27,TLW,GB
CTS,27.6.a,TLW,GB
CTS,27.7,TLW,IE
CTS,27,TLW,IE
CTS,27.7.j,TLW,IE
CTS,27.7.j_NK,TLW,IE
CTS,27.9,TLW,PT
CTS,27,TLW,PT
CTS,27.9.a,TLW,PT
CTS,27.9_NK,TLW,PT
CTZ,27.8,TLW,ES
CTZ,27.9,TLW,ES
CTZ,27,TLW,ES
CTZ,27.8.c,TLW,ES
CTZ,27.9.a,TLW,ES
CTZ,27.14,TLW,FR
CTZ,27.2,TLW,FR
CTZ,27.4,TLW,FR
CTZ,27.7,TLW,FR
CTZ,27.8,TLW,FR
CTZ,27,TLW,FR
CTZ,27.14.a,TLW,FR
CTZ,27.2.b,TLW,FR
CTZ,27.2.b_NK,TLW,FR
CTZ,27.4.b,TLW,FR
CTZ,27.4.c,TLW,FR
CTZ,27.4_NK,TLW,FR
CTZ,27.7.b,TLW,FR
CTZ,27.7.d,TLW,FR
CTZ,27.7.e,TLW,FR
CTZ,27.7.f,TLW,FR
CTZ,27.7.g,TLW,FR
CTZ,27.7.h,TLW,FR
CTZ,27.7.j,TLW,FR
CTZ,27.7.j_NK,TLW,FR
CTZ,27.7_NK,TLW,FR
CTZ,27.8.a,TLW,FR
CTZ,27.8.b,TLW,FR
CTZ,27.8.d,TLW,FR
CTZ,27.8.d_NK,TLW,FR
CTZ,27.8_NK,TLW,FR
CTZ,27_NK,TLW,FR
CUS,27.9,TLW,PT
CUS,27,TLW,PT
CUS,27.9.a,TLW,PT
CUT,27.7,TLW,ES
CUT,27.8,TLW,ES
CUT,27.9,TLW,ES
CUT,27,TLW,ES
CUT,27.7.b,TLW,ES
CUT,27.7.c,TLW,ES
CUT,27.7.c_NK,TLW,ES
CUT,27.7.h,TLW,ES
CUT,27.7.j,TLW,ES
CUT,27.7.j_NK,TLW,ES
CUT,27.7.k,TLW,ES
CUT,27.7.k_NK,TLW,ES
CUT,27.8.a,TLW,ES
CUT,27.8.b,TLW,ES
CUT,27.8.c,TLW,ES
CUT,27.8.d,TLW,ES
CUT,27.8.d.1,TLW,ES
CUT,27.8.d.2,TLW,ES
CUT,27.8.d_NK,TLW,ES
CUT,27.9.a,TLW,ES
CUT,27.7,TLW,FR
CUT,27.8,TLW,FR
CUT,27,TLW,FR
CUT,27.7.d,TLW,FR
CUT,27.7.e,TLW,FR
CUT,27.7.k,TLW,FR
CUT,27.7.k_NK,TLW,FR
CUT,27.8.a,TLW,FR
CUT,27.8.b,TLW,FR
CUT,27.7,TLW,IE
CUT,27,TLW,IE
CUT,27.7.g,TLW,IE
CUT,27.9,TLW,LT
CUT,27,TLW,LT
CUT,27.9.b,TLW,LT
CUT,27.9.b.1,TLW,LT
CUT,27.6,TLW,NL
CUT,27,TLW,NL
CUT,27.6.a,TLW,NL
CUX,27.7,TLW,ES
CUX,27.8,TLW,ES
CUX,27.9,TLW,ES
CUX,27,TLW,ES
CUX,27.6,TLW,ES
CUX,27.6.b,TLW,ES
CUX,27.6.b.2,TLW,ES
CUX,27.7.b,TLW,ES
CUX,27.7.c,TLW,ES
CUX,27.7.c.2,TLW,ES
CUX,27.7.j,TLW,ES
CUX,27.7.j.2,TLW,ES
CUX,27.7.j_NK,TLW,ES
CUX,27.7.k,TLW,ES
CUX,27.7.k.2,TLW,ES
CUX,27.8.a,TLW,ES
CUX,27.8.b,TLW,ES
CUX,27.8.c,TLW,ES
CUX,27.8.d,TLW,ES
CUX,27.8.d_NK,TLW,ES
CUX,27.9.a,TLW,ES
CUX,27,TLW,GB
CUX,27.7,TLW,GB
CUX,27.7.c,TLW,GB
CUX,27.7.c.2,TLW,GB
CUX,27.5,TLW,IS
CUX,27,TLW,IS
CUX,27.5.a,TLW,IS
CUX,27.5.a.1,TLW,IS
CUX,27.5.a.2,TLW,IS
CUX,27.5.a_NK,TLW,IS
CUX,27.9,TLW,PT
CUX,27,TLW,PT
CUX,27.9.a,TLW,PT
CUX,27.1,TLW,RU
CUX,27,TLW,RU
CUX,27.1_NK,TLW,RU
CVJ,27.8,TLW,ES
CVJ,27.9,TLW,ES
CVJ,27,TLW,ES
CVJ,27.8.c,TLW,ES
CVJ,27.8.e,TLW,ES
CVJ,27.8.e.2,TLW,ES
CVJ,27.9.a,TLW,ES
CVJ,27.9.b,TLW,ES
CVJ,27.9.b.1,TLW,ES
CVJ,27.9.b.2,TLW,ES
CVJ,27.9,TLW,PT
CVJ,27,TLW,PT
CVJ,27.9.a,TLW,PT
CVJ,27.9_NK,TLW,PT
CWZ,27,TLW,PT
CWZ,27.1,TLW,PT
CWZ,27.10.a,TLW,PT
CWZ,27.10.a.2,TLW,PT
CXF,27.1,TLW,IE
CXF,27.2,TLW,IE
CXF,27.6,TLW,IE
CXF,27.7,TLW,IE
CXF,27,TLW,IE
CXF,27.1_NK,TLW,IE
CXF,27.2.a,TLW,IE
CXF,27.2.a_NK,TLW,IE
CXF,27.6.a,TLW,IE
CXF,27.6.b,TLW,IE
CXF,27.6.b_NK,TLW,IE
CXF,27.7.b,TLW,IE
CXF,27.7.c,TLW,IE
CXF,27.7.c.2,TLW,IE
CXF,27.7.c_NK,TLW,IE
CXF,27.7.g,TLW,IE
CXF,27.7.h,TLW,IE
CXF,27.7.j,TLW,IE
CXF,27.7.j_NK,TLW,IE
CXF,27.7.k,TLW,IE
CXF,27.7.k_NK,TLW,IE
CYH,27.4,TLW,GB
CYH,27.6,TLW,GB
CYH,27,TLW,GB
CYH,27.4.a,TLW,GB
CYH,27.6.a,TLW,GB
CYO,27.7,TLW,DE
CYO,27,TLW,DE
CYO,27.4,TLW,DE
CYO,27.4.c,TLW,DE
CYO,27.7.j,TLW,DE
CYO,27.7.j_NK,TLW,DE
CYO,27.7.k,TLW,DE
CYO,27.7.k_NK,TLW,DE
CYO,27.12,TLW,EE
CYO,27.6,TLW,EE
CYO,27,TLW,EE
CYO,27.12_NK,TLW,EE
CYO,27.6.b,TLW,EE
CYO,27.6.b_NK,TLW,EE
CYO,27.12,TLW,ES
CYO,27.14,TLW,ES
CYO,27.6,TLW,ES
CYO,27.7,TLW,ES
CYO,27.8,TLW,ES
CYO,27.9,TLW,ES
CYO,27,TLW,ES
CYO,27.12_NK,TLW,ES
CYO,27.14.b,TLW,ES
CYO,27.14.b_NK,TLW,ES
CYO,27.6.a,TLW,ES
CYO,27.6.b,TLW,ES
CYO,27.6.b_NK,TLW,ES
CYO,27.6_NK,TLW,ES
CYO,27.7.b,TLW,ES
CYO,27.7.c,TLW,ES
CYO,27.7.c_NK,TLW,ES
CYO,27.7.j,TLW,ES
CYO,27.7.j_NK,TLW,ES
CYO,27.7.k,TLW,ES
CYO,27.7.k_NK,TLW,ES
CYO,27.8.a,TLW,ES
CYO,27.8.b,TLW,ES
CYO,27.8.c,TLW,ES
CYO,27.8.d,TLW,ES
CYO,27.8.d_NK,TLW,ES
CYO,27.9.a,TLW,ES
CYO,27.9.b,TLW,ES
CYO,27.9.b_NK,TLW,ES
CYO,27.9_NK,TLW,ES
CYO,27.12,TLW,FO
CYO,27.5,TLW,FO
CYO,27,TLW,FO
CYO,27.12_NK,TLW,FO
CYO,27.5.b,TLW,FO
CYO,27.5.b.1,TLW,FO
CYO,27.5.b.1_NK,TLW,FO
CYO,27.12,TLW,FR
CYO,27.2,TLW,FR
CYO,27.4,TLW,FR
CYO,27.5,TLW,FR
CYO,27.6,TLW,FR
CYO,27.7,TLW,FR
CYO,27.8,TLW,FR
CYO,27,TLW,FR
CYO,27.12.a,TLW,FR
CYO,27.12.a_NK,TLW,FR
CYO,27.12_NK,TLW,FR
CYO,27.2.a,TLW,FR
CYO,27.2.a_NK,TLW,FR
CYO,27.4.a,TLW,FR
CYO,27.5.b,TLW,FR
CYO,27.5.b.1,TLW,FR
CYO,27.5.b.1_NK,TLW,FR
CYO,27.5.b.2,TLW,FR
CYO,27.5.b_NK,TLW,FR
CYO,27.6.a,TLW,FR
CYO,27.6.b,TLW,FR
CYO,27.6.b_NK,TLW,FR
CYO,27.7.b,TLW,FR
CYO,27.7.c,TLW,FR
CYO,27.7.c_NK,TLW,FR
CYO,27.7.h,TLW,FR
CYO,27.7.j,TLW,FR
CYO,27.7.j_NK,TLW,FR
CYO,27.7.k,TLW,FR
CYO,27.7.k_NK,TLW,FR
CYO,27.8.a,TLW,FR
CYO,27.8.b,TLW,FR
CYO,27.8.d,TLW,FR
CYO,27.8.d_NK,TLW,FR
CYO,27.12,TLW,GB
CYO,27.2,TLW,GB
CYO,27.4,TLW,GB
CYO,27.5,TLW,GB
CYO,27.6,TLW,GB
CYO,27.7,TLW,GB
CYO,27.8,TLW,GB
CYO,27.9,TLW,GB
CYO,27,TLW,GB
CYO,27.12_NK,TLW,GB
CYO,27.2.a,TLW,GB
CYO,27.2.a_NK,TLW,GB
CYO,27.4.a,TLW,GB
CYO,27.5.b,TLW,GB
CYO,27.5.b.1,TLW,GB
CYO,27.5.b.1.b,TLW,GB
CYO,27.5.b.2,TLW,GB
CYO,27.5.b_NK,TLW,GB
CYO,27.6.a,TLW,GB
CYO,27.6.b,TLW,GB
CYO,27.6.b.1,TLW,GB
CYO,27.6.b_NK,TLW,GB
CYO,27.7.b,TLW,GB
CYO,27.7.c,TLW,GB
CYO,27.7.c.2,TLW,GB
CYO,27.7.c_NK,TLW,GB
CYO,27.7.h,TLW,GB
CYO,27.7.j,TLW,GB
CYO,27.7.j.2,TLW,GB
CYO,27.7.j_NK,TLW,GB
CYO,27.7.k,TLW,GB
CYO,27.7.k.2,TLW,GB
CYO,27.7.k_NK,TLW,GB
CYO,27.8.a,TLW,GB
CYO,27.8.b,TLW,GB
CYO,27.8.c,TLW,GB
CYO,27.8.d,TLW,GB
CYO,27.8.d_NK,TLW,GB
CYO,27.8.e,TLW,GB
CYO,27.8.e_NK,TLW,GB
CYO,27.9.a,TLW,GB
CYO,27.9.b,TLW,GB
CYO,27.9.b.2,TLW,GB
CYO,27.9.b_NK,TLW,GB
CYO,27.12,TLW,IE
CYO,27.6,TLW,IE
CYO,27.7,TLW,IE
CYO,27,TLW,IE
CYO,27.12_NK,TLW,IE
CYO,27.6.a,TLW,IE
CYO,27.6.b,TLW,IE
CYO,27.6.b_NK,TLW,IE
CYO,27.7.b,TLW,IE
CYO,27.7.c,TLW,IE
CYO,27.7.c_NK,TLW,IE
CYO,27.7.j,TLW,IE
CYO,27.7.j_NK,TLW,IE
CYO,27.7.k,TLW,IE
CYO,27.7.k_NK,TLW,IE
CYO,27.5,TLW,IS
CYO,27,TLW,IS
CYO,27.5.a,TLW,IS
CYO,27.5.a.2,TLW,IS
CYO,27.5.a_NK,TLW,IS
CYO,27.12,TLW,LT
CYO,27.6,TLW,LT
CYO,27,TLW,LT
CYO,27.12_NK,TLW,LT
CYO,27.6_NK,TLW,LT
CYO,27.7,TLW,NL
CYO,27,TLW,NL
CYO,27.7.e,TLW,NL
CYO,27.12,TLW,NO
CYO,27,TLW,NO
CYO,27.12_NK,TLW,NO
CYO,27.8,TLW,PT
CYO,27.9,TLW,PT
CYO,27,TLW,PT
CYO,27.1,TLW,PT
CYO,27.10.a,TLW,PT
CYO,27.10.a_NK,TLW,PT
CYO,27.10_NK,TLW,PT
CYO,27.8.c,TLW,PT
CYO,27.8_NK,TLW,PT
CYO,27.9.a,TLW,PT
CYO,27.9.b,TLW,PT
CYO,27.9.b_NK,TLW,PT
CYO,27.9_NK,TLW,PT
CYP,27.12,TLW,EE
CYP,27,TLW,EE
CYP,27.12_NK,TLW,EE
CYP,27.8,TLW,ES
CYP,27,TLW,ES
CYP,27.8.c,TLW,ES
CYP,27.4,TLW,FR
CYP,27.5,TLW,FR
CYP,27.6,TLW,FR
CYP,27,TLW,FR
CYP,27.4.a,TLW,FR
CYP,27.5.b,TLW,FR
CYP,27.5.b.1,TLW,FR
CYP,27.5.b.1_NK,TLW,FR
CYP,27.5.b.2,TLW,FR
CYP,27.5.b_NK,TLW,FR
CYP,27.6.a,TLW,FR
CYP,27.6.b,TLW,FR
CYP,27.6.b_NK,TLW,FR
CYP,27.12,TLW,GB
CYP,27.6,TLW,GB
CYP,27.7,TLW,GB
CYP,27.8,TLW,GB
CYP,27.9,TLW,GB
CYP,27,TLW,GB
CYP,27.12.b,TLW,GB
CYP,27.6.a,TLW,GB
CYP,27.6.b,TLW,GB
CYP,27.6.b.1,TLW,GB
CYP,27.6.b_NK,TLW,GB
CYP,27.7.b,TLW,GB
CYP,27.7.c,TLW,GB
CYP,27.7.c.2,TLW,GB
CYP,27.7.c_NK,TLW,GB
CYP,27.7.j,TLW,GB
CYP,27.7.j.2,TLW,GB
CYP,27.7.j_NK,TLW,GB
CYP,27.7.k,TLW,GB
CYP,27.7.k.2,TLW,GB
CYP,27.7.k_NK,TLW,GB
CYP,27.8.a,TLW,GB
CYP,27.8.c,TLW,GB
CYP,27.8.d,TLW,GB
CYP,27.8.d.2,TLW,GB
CYP,27.8.d_NK,TLW,GB
CYP,27.8.e,TLW,GB
CYP,27.8.e_NK,TLW,GB
CYP,27.9.a,TLW,GB
CYP,27.9.b,TLW,GB
CYP,27.9.b.2,TLW,GB
CYP,27.9.b_NK,TLW,GB
CYP,27.7,TLW,IE
CYP,27,TLW,IE
CYP,27.7.j,TLW,IE
CYP,27.7.j_NK,TLW,IE
CYP,27.6,TLW,LT
CYP,27,TLW,LT
CYP,27.6.b,TLW,LT
CYP,27.6.b.1,TLW,LT
CYP,27.9,TLW,PT
CYP,27,TLW,PT
CYP,27.1,TLW,PT
CYP,27.10.a,TLW,PT
CYP,27.10.a_NK,TLW,PT
CYP,27.10_NK,TLW,PT
CYP,27.9.a,TLW,PT
CYP,27.9_NK,TLW,PT
CYY,27.4,TLW,GB
CYY,27,TLW,GB
CYY,27.4.a,TLW,GB
CYY,27.4.b,TLW,GB
CYY,27,TLW,PT
CYY,27.1,TLW,PT
CYY,27.10_NK,TLW,PT
DAB,27.1,TLW,BE
DAB,27.2,TLW,BE
DAB,27.3,TLW,BE
DAB,27.4,TLW,BE
DAB,27.5,TLW,BE
DAB,27.6,TLW,BE
DAB,27.7,TLW,BE
DAB,27.8,TLW,BE
DAB,27,TLW,BE
DAB,27.1_NK,TLW,BE
DAB,27.2.b,TLW,BE
DAB,27.2.b_NK,TLW,BE
DAB,27.3.a,TLW,BE
DAB,27.4.a,TLW,BE
DAB,27.4.b,TLW,BE
DAB,27.4.c,TLW,BE
DAB,27.5.a,TLW,BE
DAB,27.5.a_NK,TLW,BE
DAB,27.5.b,TLW,BE
DAB,27.5.b.1,TLW,BE
DAB,27.5.b.1_NK,TLW,BE
DAB,27.6.a,TLW,BE
DAB,27.7.a,TLW,BE
DAB,27.7.d,TLW,BE
DAB,27.7.e,TLW,BE
DAB,27.7.f,TLW,BE
DAB,27.7.g,TLW,BE
DAB,27.7.h,TLW,BE
DAB,27.7.j,TLW,BE
DAB,27.7.j_NK,TLW,BE
DAB,27.8.a,TLW,BE
DAB,27.8.b,TLW,BE
DAB,27.8_NK,TLW,BE
DAB,27.1,TLW,DE
DAB,27.12,TLW,DE
DAB,27.14,TLW,DE
DAB,27.2,TLW,DE
DAB,27.3,TLW,DE
DAB,27.4,TLW,DE
DAB,27.5,TLW,DE
DAB,27.7,TLW,DE
DAB,27,TLW,DE
DAB,27.1.a,TLW,DE
DAB,27.1.b,TLW,DE
DAB,27.1_NK,TLW,DE
DAB,27.12_NK,TLW,DE
DAB,27.14.a,TLW,DE
DAB,27.2.a,TLW,DE
DAB,27.2.a.2,TLW,DE
DAB,27.2.a_NK,TLW,DE
DAB,27.2.b,TLW,DE
DAB,27.2.b.1,TLW,DE
DAB,27.2.b.2,TLW,DE
DAB,27.2.b_NK,TLW,DE
DAB,27.3.a,TLW,DE
DAB,27.3.c.22,TLW,DE
DAB,27.3.d,TLW,DE
DAB,27.3.d.24,TLW,DE
DAB,27.3.d.25,TLW,DE
DAB,27.3.d_NK,TLW,DE
DAB,27.4.a,TLW,DE
DAB,27.4.b,TLW,DE
DAB,27.4.c,TLW,DE
DAB,27.5.a,TLW,DE
DAB,27.5.a_NK,TLW,DE
DAB,27.7.k,TLW,DE
DAB,27.7.k_NK,TLW,DE
DAB,27.1,TLW,DK
DAB,27.2,TLW,DK
DAB,27.3,TLW,DK
DAB,27.4,TLW,DK
DAB,27.5,TLW,DK
DAB,27.6,TLW,DK
DAB,27.7,TLW,DK
DAB,27.8,TLW,DK
DAB,27,TLW,DK
DAB,27.1_NK,TLW,DK
DAB,27.2.a,TLW,DK
DAB,27.2.a.2,TLW,DK
DAB,27.2.a_NK,TLW,DK
DAB,27.2.b,TLW,DK
DAB,27.2.b_NK,TLW,DK
DAB,27.3.a,TLW,DK
DAB,27.3.b.23,TLW,DK
DAB,27.3.c.22,TLW,DK
DAB,27.3.d,TLW,DK
DAB,27.3.d.24,TLW,DK
DAB,27.3.d.25,TLW,DK
DAB,27.3.d.26,TLW,DK
DAB,27.3.d.27,TLW,DK
DAB,27.3.d.28,TLW,DK
DAB,27.3.d.28.2,TLW,DK
DAB,27.3.d.28_NK,TLW,DK
DAB,27.3.d.29,TLW,DK
DAB,27.3.d.30,TLW,DK
DAB,27.3.d_NK,TLW,DK
DAB,27.4.a,TLW,DK
DAB,27.4.b,TLW,DK
DAB,27.4.c,TLW,DK
DAB,27.4_NK,TLW,DK
DAB,27.5.b,TLW,DK
DAB,27.5.b.1,TLW,DK
DAB,27.5.b.1_NK,TLW,DK
DAB,27.6.a,TLW,DK
DAB,27.7.d,TLW,DK
DAB,27.7.e,TLW,DK
DAB,27.8.d,TLW,DK
DAB,27.8.d_NK,TLW,DK
DAB,27.6,TLW,ES
DAB,27.7,TLW,ES
DAB,27.8,TLW,ES
DAB,27.9,TLW,ES
DAB,27,TLW,ES
DAB,27.6.b,TLW,ES
DAB,27.6.b_NK,TLW,ES
DAB,27.7.c,TLW,ES
DAB,27.7.c_NK,TLW,ES
DAB,27.7.g,TLW,ES
DAB,27.7.h,TLW,ES
DAB,27.7.j,TLW,ES
DAB,27.7.j_NK,TLW,ES
DAB,27.7.k,TLW,ES
DAB,27.7.k_NK,TLW,ES
DAB,27.8.a,TLW,ES
DAB,27.8.c,TLW,ES
DAB,27.9.a,TLW,ES
DAB,27.1,TLW,FO
DAB,27.2,TLW,FO
DAB,27.5,TLW,FO
DAB,27,TLW,FO
DAB,27.1_NK,TLW,FO
DAB,27.2.a,TLW,FO
DAB,27.2.a_NK,TLW,FO
DAB,27.2.b,TLW,FO
DAB,27.2.b_NK,TLW,FO
DAB,27.5.b,TLW,FO
DAB,27.5.b.1,TLW,FO
DAB,27.5.b.1_NK,TLW,FO
DAB,27.5.b.2,TLW,FO
DAB,27.12,TLW,FR
DAB,27.14,TLW,FR
DAB,27.2,TLW,FR
DAB,27.3,TLW,FR
DAB,27.4,TLW,FR
DAB,27.5,TLW,FR
DAB,27.6,TLW,FR
DAB,27.7,TLW,FR
DAB,27.8,TLW,FR
DAB,27.9,TLW,FR
DAB,27,TLW,FR
DAB,27.1,TLW,FR
DAB,27.10.a,TLW,FR
DAB,27.10.a_NK,TLW,FR
DAB,27.12.a,TLW,FR
DAB,27.12.a_NK,TLW,FR
DAB,27.14.a,TLW,FR
DAB,27.2.a,TLW,FR
DAB,27.2.a_NK,TLW,FR
DAB,27.2_NK,TLW,FR
DAB,27.3.a,TLW,FR
DAB,27.4.a,TLW,FR
DAB,27.4.b,TLW,FR
DAB,27.4.c,TLW,FR
DAB,27.4_NK,TLW,FR
DAB,27.5.a,TLW,FR
DAB,27.5.a_NK,TLW,FR
DAB,27.5.b,TLW,FR
DAB,27.5.b.1,TLW,FR
DAB,27.5.b.1_NK,TLW,FR
DAB,27.5.b.2,TLW,FR
DAB,27.5.b_NK,TLW,FR
DAB,27.5_NK,TLW,FR
DAB,27.6.a,TLW,FR
DAB,27.6.b,TLW,FR
DAB,27.6.b_NK,TLW,FR
DAB,27.7.a,TLW,FR
DAB,27.7.b,TLW,FR
DAB,27.7.c,TLW,FR
