Species,Area,Units,Country
HKS,27.7.h,TLW,FR
HKS,27.8.a,TLW,FR
HKS,27.8,TLW,PT
HKS,27.9,TLW,PT
HKS,27,TLW,PT
HKS,27.1,TLW,PT
HKS,27.10.a,TLW,PT
HKS,27.10.a.2,TLW,PT
HKS,27.8.c,TLW,PT
HKS,27.9.a,TLW,PT
HKS,27.9_NK,TLW,PT
HKW,27.6,TLW,EE
HKW,27,TLW,EE
HKW,27.6.b,TLW,EE
HKW,27.6.b_NK,TLW,EE
HKW,27.12,TLW,ES
HKW,27.6,TLW,ES
HKW,27.8,TLW,ES
HKW,27.9,TLW,ES
HKW,27,TLW,ES
HKW,27.12.a,TLW,ES
HKW,27.12.a.1,TLW,ES
HKW,27.12_NK,TLW,ES
HKW,27.6.a,TLW,ES
HKW,27.6.b,TLW,ES
HKW,27.6.b.1,TLW,ES
HKW,27.8.b,TLW,ES
HKW,27.8.c,TLW,ES
HKW,27.9.a,TLW,ES
HKW,27.5,TLW,IS
HKW,27,TLW,IS
HKW,27.5.a,TLW,IS
HKW,27.5.a.1,TLW,IS
HKW,27.5.a.2,TLW,IS
HKW,27.12,TLW,LT
HKW,27.6,TLW,LT
HKW,27,TLW,LT
HKW,27.12.a,TLW,LT
HKW,27.12.a.1,TLW,LT
HKW,27.12.b,TLW,LT
HKW,27.6.b,TLW,LT
HKW,27.6.b.1,TLW,LT
HKW,27.2,TLW,NO
HKW,27.3,TLW,NO
HKW,27.4,TLW,NO
HKW,27.6,TLW,NO
HKW,27,TLW,NO
HKW,27.2.a,TLW,NO
HKW,27.2.a.2,TLW,NO
HKW,27.3.a,TLW,NO
HKW,27.4.a,TLW,NO
HKW,27.4.b,TLW,NO
HKW,27.6.a,TLW,NO
HKW,27.1,TLW,PT
HKW,27.2,TLW,PT
HKW,27.8,TLW,PT
HKW,27.9,TLW,PT
HKW,27,TLW,PT
HKW,27.1.b,TLW,PT
HKW,27.1,TLW,PT
HKW,27.10.a,TLW,PT
HKW,27.10.a.2,TLW,PT
HKW,27.2.a,TLW,PT
HKW,27.2.a.2,TLW,PT
HKW,27.2.b,TLW,PT
HKW,27.2.b.2,TLW,PT
HKW,27.8.b,TLW,PT
HKW,27.8.c,TLW,PT
HKW,27.9.a,TLW,PT
HKW,27.9.b,TLW,PT
HKW,27.9.b.1,TLW,PT
HKW,27.9.b.2,TLW,PT
HKW,27.9.b_NK,TLW,PT
HKW,27.9_NK,TLW,PT
HKX,27.7,TLW,IE
HKX,27,TLW,IE
HKX,27.7.a,TLW,IE
HKX,27.7.j,TLW,IE
HKX,27.7.j_NK,TLW,IE
HKX,27.7.k,TLW,IE
HKX,27.7.k_NK,TLW,IE
HKX,27.8,TLW,PT
HKX,27.9,TLW,PT
HKX,27,TLW,PT
HKX,27.1,TLW,PT
HKX,27.10_NK,TLW,PT
HKX,27.8.c,TLW,PT
HKX,27.8_NK,TLW,PT
HKX,27.9.a,TLW,PT
HKX,27.9_NK,TLW,PT
HLT,27.9,TLW,ES
HLT,27,TLW,ES
HLT,27.9.a,TLW,ES
HLT,27.2,TLW,FR
HLT,27.6,TLW,FR
HLT,27.7,TLW,FR
HLT,27.8,TLW,FR
HLT,27,TLW,FR
HLT,27.2.a,TLW,FR
HLT,27.2.a_NK,TLW,FR
HLT,27.6.b,TLW,FR
HLT,27.6.b_NK,TLW,FR
HLT,27.7.a,TLW,FR
HLT,27.7.d,TLW,FR
HLT,27.7.e,TLW,FR
HLT,27.7.g,TLW,FR
HLT,27.7.h,TLW,FR
HLT,27.7.j,TLW,FR
HLT,27.7.j_NK,TLW,FR
HLT,27.7.k,TLW,FR
HLT,27.7.k_NK,TLW,FR
HLT,27.7_NK,TLW,FR
HLT,27.8.a,TLW,FR
HLT,27.8.b,TLW,FR
HLT,27_NK,TLW,FR
HLT,27.7,TLW,GG
HLT,27,TLW,GG
HLT,27.7.e,TLW,GG
HLT,27.9,TLW,PT
HLT,27,TLW,PT
HLT,27.1,TLW,PT
HLT,27.10.a,TLW,PT
HLT,27.10.a.2,TLW,PT
HLT,27.9.a,TLW,PT
HLZ,27.8,TLW,ES
HLZ,27.9,TLW,ES
HLZ,27,TLW,ES
HLZ,27.8.c,TLW,ES
HLZ,27.9.a,TLW,ES
HLZ,27,TLW,FR
HLZ,27_NK,TLW,FR
HMM,27.8,TLW,ES
HMM,27.9,TLW,ES
HMM,27,TLW,ES
HMM,27.8.b,TLW,ES
HMM,27.8.c,TLW,ES
HMM,27.9.a,TLW,ES
HMM,27.6,TLW,FR
HMM,27.7,TLW,FR
HMM,27.8,TLW,FR
HMM,27,TLW,FR
HMM,27.6.a,TLW,FR
HMM,27.7.b,TLW,FR
HMM,27.7.d,TLW,FR
HMM,27.7.e,TLW,FR
HMM,27.7.h,TLW,FR
HMM,27.7.j,TLW,FR
HMM,27.7.j_NK,TLW,FR
HMM,27.7.k,TLW,FR
HMM,27.7.k_NK,TLW,FR
HMM,27.7_NK,TLW,FR
HMM,27.8.a,TLW,FR
HMM,27.8.b,TLW,FR
HMM,27.8.c,TLW,FR
HMM,27.8.d,TLW,FR
HMM,27.8.d_NK,TLW,FR
HMM,27.8.e,TLW,FR
HMM,27.8.e_NK,TLW,FR
HMM,27.8_NK,TLW,FR
HMM,27_NK,TLW,FR
HMM,27.8,TLW,PT
HMM,27.9,TLW,PT
HMM,27,TLW,PT
HMM,27.8.c,TLW,PT
HMM,27.9.a,TLW,PT
HMM,27.9_NK,TLW,PT
HMY,27.9,TLW,ES
HMY,27,TLW,ES
HMY,27.9.a,TLW,ES
HMY,27.8,TLW,PT
HMY,27.9,TLW,PT
HMY,27,TLW,PT
HMY,27.8.c,TLW,PT
HMY,27.9.a,TLW,PT
HMY,27.9_NK,TLW,PT
HMZ,27.9,TLW,LT
HMZ,27,TLW,LT
HMZ,27.9.b,TLW,LT
HMZ,27.9.b.1,TLW,LT
HMZ,27.9,TLW,PT
HMZ,27,TLW,PT
HMZ,27.9.a,TLW,PT
HNG,27.6,TLW,IE
HNG,27.7,TLW,IE
HNG,27,TLW,IE
HNG,27.6.a,TLW,IE
HNG,27.7.b,TLW,IE
HNG,27.7.g,TLW,IE
HNQ,27.9,TLW,PT
HNQ,27,TLW,PT
HNQ,27.1,TLW,PT
HNQ,27.10.a,TLW,PT
HNQ,27.10.a.2,TLW,PT
HNQ,27.9.a,TLW,PT
HOL,27.12,TLW,ES
HOL,27.6,TLW,ES
HOL,27.7,TLW,ES
HOL,27.9,TLW,ES
HOL,27,TLW,ES
HOL,27.12.a,TLW,ES
HOL,27.12.a.1,TLW,ES
HOL,27.12.b,TLW,ES
HOL,27.12_NK,TLW,ES
HOL,27.6.b,TLW,ES
HOL,27.6.b.1,TLW,ES
HOL,27.6.b_NK,TLW,ES
HOL,27.7.c,TLW,ES
HOL,27.7.c_NK,TLW,ES
HOL,27.7.j,TLW,ES
HOL,27.7.j_NK,TLW,ES
HOL,27.7.k,TLW,ES
HOL,27.7.k_NK,TLW,ES
HOL,27.9.a,TLW,ES
HOM,27.4,TLW,BE
HOM,27.5,TLW,BE
HOM,27.6,TLW,BE
HOM,27.7,TLW,BE
HOM,27.8,TLW,BE
HOM,27,TLW,BE
HOM,27.4.a,TLW,BE
HOM,27.4.b,TLW,BE
HOM,27.4.c,TLW,BE
HOM,27.5.a,TLW,BE
HOM,27.5.a_NK,TLW,BE
HOM,27.6.a,TLW,BE
HOM,27.7.a,TLW,BE
HOM,27.7.d,TLW,BE
HOM,27.7.e,TLW,BE
HOM,27.7.f,TLW,BE
HOM,27.8.a,TLW,BE
HOM,27.8.b,TLW,BE
HOM,27.2,TLW,DE
HOM,27.3,TLW,DE
HOM,27.4,TLW,DE
HOM,27.6,TLW,DE
HOM,27.7,TLW,DE
HOM,27.8,TLW,DE
HOM,27,TLW,DE
HOM,27.2.a,TLW,DE
HOM,27.2.a_NK,TLW,DE
HOM,27.3.a,TLW,DE
HOM,27.3.c.22,TLW,DE
HOM,27.4.a,TLW,DE
HOM,27.4.b,TLW,DE
HOM,27.4.c,TLW,DE
HOM,27.6.a,TLW,DE
HOM,27.7.b,TLW,DE
HOM,27.7.c,TLW,DE
HOM,27.7.c_NK,TLW,DE
HOM,27.7.d,TLW,DE
HOM,27.7.e,TLW,DE
HOM,27.7.f,TLW,DE
HOM,27.7.g,TLW,DE
HOM,27.7.h,TLW,DE
HOM,27.7.j,TLW,DE
HOM,27.7.j.1,TLW,DE
HOM,27.7.j_NK,TLW,DE
HOM,27.7.k,TLW,DE
HOM,27.7.k_NK,TLW,DE
HOM,27.8.a,TLW,DE
HOM,27.8.b,TLW,DE
HOM,27.8.d,TLW,DE
HOM,27.8.d_NK,TLW,DE
HOM,27.2,TLW,DK
HOM,27.3,TLW,DK
HOM,27.4,TLW,DK
HOM,27.5,TLW,DK
HOM,27.6,TLW,DK
HOM,27.7,TLW,DK
HOM,27.8,TLW,DK
HOM,27,TLW,DK
HOM,27.2.a,TLW,DK
HOM,27.2.a_NK,TLW,DK
HOM,27.3.a,TLW,DK
HOM,27.3.b.23,TLW,DK
HOM,27.3.c.22,TLW,DK
HOM,27.3.d,TLW,DK
HOM,27.3.d.24,TLW,DK
HOM,27.3.d_NK,TLW,DK
HOM,27.4.a,TLW,DK
HOM,27.4.b,TLW,DK
HOM,27.4.c,TLW,DK
HOM,27.4_NK,TLW,DK
HOM,27.5.b,TLW,DK
HOM,27.5.b.1,TLW,DK
HOM,27.5.b.1_NK,TLW,DK
HOM,27.6.a,TLW,DK
HOM,27.6_NK,TLW,DK
HOM,27.7.b,TLW,DK
HOM,27.7.c,TLW,DK
HOM,27.7.c.2,TLW,DK
HOM,27.7.c_NK,TLW,DK
HOM,27.7.d,TLW,DK
HOM,27.7.e,TLW,DK
HOM,27.7.f,TLW,DK
HOM,27.7.g,TLW,DK
HOM,27.7.h,TLW,DK
HOM,27.7.j,TLW,DK
HOM,27.7.j.2,TLW,DK
HOM,27.7.j_NK,TLW,DK
HOM,27.8.a,TLW,DK
HOM,27.8.d,TLW,DK
HOM,27.8.d.2,TLW,DK
HOM,27.8.d_NK,TLW,DK
HOM,27.8_NK,TLW,DK
HOM,27.2,TLW,EE
HOM,27.5,TLW,EE
HOM,27,TLW,EE
HOM,27.2.a,TLW,EE
HOM,27.2.a_NK,TLW,EE
HOM,27.5.b,TLW,EE
HOM,27.5.b.1,TLW,EE
HOM,27.5.b.1_NK,TLW,EE
HOM,27.12,TLW,ES
HOM,27.6,TLW,ES
HOM,27.7,TLW,ES
HOM,27.8,TLW,ES
HOM,27.9,TLW,ES
HOM,27,TLW,ES
HOM,27.1,TLW,ES
HOM,27.10.a,TLW,ES
HOM,27.10.a.2,TLW,ES
HOM,27.10.b,TLW,ES
HOM,27.12_NK,TLW,ES
HOM,27.6.a,TLW,ES
HOM,27.7.c,TLW,ES
HOM,27.7.c_NK,TLW,ES
HOM,27.7.j,TLW,ES
HOM,27.7.j.2,TLW,ES
HOM,27.7.j_NK,TLW,ES
HOM,27.8.a,TLW,ES
HOM,27.8.b,TLW,ES
HOM,27.8.c,TLW,ES
HOM,27.8.d,TLW,ES
HOM,27.8.d.1,TLW,ES
HOM,27.8.d.2,TLW,ES
HOM,27.8.e,TLW,ES
HOM,27.8.e.1,TLW,ES
HOM,27.8.e.2,TLW,ES
HOM,27.8.e_NK,TLW,ES
HOM,27.9.a,TLW,ES
HOM,27.9.b,TLW,ES
HOM,27.9.b.1,TLW,ES
HOM,27.9.b.2,TLW,ES
HOM,27.2,TLW,FO
HOM,27.4,TLW,FO
HOM,27.5,TLW,FO
HOM,27.6,TLW,FO
HOM,27.7,TLW,FO
HOM,27,TLW,FO
HOM,27.2.a,TLW,FO
HOM,27.2.a_NK,TLW,FO
HOM,27.4.a,TLW,FO
HOM,27.5.a,TLW,FO
HOM,27.5.a_NK,TLW,FO
HOM,27.5.b,TLW,FO
HOM,27.5.b.1,TLW,FO
HOM,27.5.b.1_NK,TLW,FO
HOM,27.5.b.2,TLW,FO
HOM,27.6.a,TLW,FO
HOM,27.7.a,TLW,FO
HOM,27.7.e,TLW,FO
HOM,27.7.h,TLW,FO
HOM,27.1,TLW,FR
HOM,27.12,TLW,FR
HOM,27.14,TLW,FR
HOM,27.2,TLW,FR
HOM,27.4,TLW,FR
HOM,27.5,TLW,FR
HOM,27.6,TLW,FR
HOM,27.7,TLW,FR
HOM,27.8,TLW,FR
HOM,27,TLW,FR
HOM,27.1_NK,TLW,FR
HOM,27.1,TLW,FR
HOM,27.10.a,TLW,FR
HOM,27.10.a_NK,TLW,FR
HOM,27.12.a,TLW,FR
HOM,27.12.a_NK,TLW,FR
HOM,27.12_NK,TLW,FR
HOM,27.14.b,TLW,FR
HOM,27.14.b_NK,TLW,FR
HOM,27.2.a,TLW,FR
HOM,27.2.a_NK,TLW,FR
HOM,27.4.a,TLW,FR
HOM,27.4.b,TLW,FR
HOM,27.4.c,TLW,FR
HOM,27.5.b,TLW,FR
HOM,27.5.b_NK,TLW,FR
HOM,27.6.a,TLW,FR
HOM,27.6.b,TLW,FR
HOM,27.6.b_NK,TLW,FR
HOM,27.7.a,TLW,FR
HOM,27.7.b,TLW,FR
HOM,27.7.c,TLW,FR
HOM,27.7.c_NK,TLW,FR
HOM,27.7.d,TLW,FR
HOM,27.7.e,TLW,FR
HOM,27.7.f,TLW,FR
HOM,27.7.g,TLW,FR
HOM,27.7.h,TLW,FR
HOM,27.7.j,TLW,FR
HOM,27.7.j_NK,TLW,FR
HOM,27.7.k,TLW,FR
HOM,27.7.k_NK,TLW,FR
HOM,27.7_NK,TLW,FR
HOM,27.8.a,TLW,FR
HOM,27.8.b,TLW,FR
HOM,27.8.c,TLW,FR
HOM,27.8.d,TLW,FR
HOM,27.8.d_NK,TLW,FR
HOM,27.8.e,TLW,FR
HOM,27.8.e_NK,TLW,FR
HOM,27.8_NK,TLW,FR
HOM,27_NK,TLW,FR
HOM,27.2,TLW,GB
HOM,27.4,TLW,GB
HOM,27.5,TLW,GB
HOM,27.6,TLW,GB
HOM,27.7,TLW,GB
HOM,27.8,TLW,GB
HOM,27,TLW,GB
HOM,27.2.a,TLW,GB
HOM,27.2.a_NK,TLW,GB
HOM,27.4.a,TLW,GB
HOM,27.4.b,TLW,GB
HOM,27.4.c,TLW,GB
HOM,27.5.b,TLW,GB
HOM,27.5.b.1,TLW,GB
HOM,27.5.b.1_NK,TLW,GB
HOM,27.6.a,TLW,GB
HOM,27.6.b,TLW,GB
HOM,27.6.b_NK,TLW,GB
HOM,27.7.a,TLW,GB
HOM,27.7.b,TLW,GB
HOM,27.7.c,TLW,GB
HOM,27.7.c_NK,TLW,GB
HOM,27.7.d,TLW,GB
HOM,27.7.e,TLW,GB
HOM,27.7.f,TLW,GB
HOM,27.7.g,TLW,GB
HOM,27.7.h,TLW,GB
HOM,27.7.j,TLW,GB
HOM,27.7.j.2,TLW,GB
HOM,27.7.j_NK,TLW,GB
HOM,27.7.k,TLW,GB
HOM,27.7.k_NK,TLW,GB
HOM,27.8.a,TLW,GB
HOM,27.8.b,TLW,GB
HOM,27.8.c,TLW,GB
HOM,27.8.d,TLW,GB
HOM,27.8.d.2,TLW,GB
HOM,27.8.d_NK,TLW,GB
HOM,27.8_NK,TLW,GB
HOM,27.7,TLW,GG
HOM,27,TLW,GG
HOM,27.7.e,TLW,GG
HOM,27.4,TLW,IE
HOM,27.5,TLW,IE
HOM,27.6,TLW,IE
HOM,27.7,TLW,IE
HOM,27.8,TLW,IE
HOM,27,TLW,IE
HOM,27.4.a,TLW,IE
HOM,27.4.c,TLW,IE
HOM,27.5.b,TLW,IE
HOM,27.5.b.1,TLW,IE
HOM,27.5.b.1_NK,TLW,IE
HOM,27.5.b_NK,TLW,IE
HOM,27.6.a,TLW,IE
HOM,27.6.b,TLW,IE
HOM,27.6.b_NK,TLW,IE
HOM,27.7.a,TLW,IE
HOM,27.7.b,TLW,IE
HOM,27.7.c,TLW,IE
HOM,27.7.c.2,TLW,IE
HOM,27.7.c_NK,TLW,IE
HOM,27.7.d,TLW,IE
HOM,27.7.e,TLW,IE
HOM,27.7.f,TLW,IE
HOM,27.7.g,TLW,IE
HOM,27.7.h,TLW,IE
HOM,27.7.j,TLW,IE
HOM,27.7.j.2,TLW,IE
HOM,27.7.j_NK,TLW,IE
HOM,27.7.k,TLW,IE
HOM,27.7.k_NK,TLW,IE
HOM,27.8.a,TLW,IE
HOM,27.8.b,TLW,IE
HOM,27.8.d,TLW,IE
HOM,27.8.d_NK,TLW,IE
HOM,27.8.e,TLW,IE
HOM,27.8.e_NK,TLW,IE
HOM,27.2,TLW,IS
HOM,27.4,TLW,IS
HOM,27.5,TLW,IS
HOM,27,TLW,IS
HOM,27.2.a,TLW,IS
HOM,27.2.a_NK,TLW,IS
HOM,27.4.a,TLW,IS
HOM,27.5.a,TLW,IS
HOM,27.5.a_NK,TLW,IS
HOM,27.5.b,TLW,IS
HOM,27.5.b.1,TLW,IS
HOM,27.5.b.1_NK,TLW,IS
HOM,27,TLW,JP
HOM,27.2,TLW,LT
HOM,27.4,TLW,LT
HOM,27.6,TLW,LT
HOM,27.7,TLW,LT
HOM,27.8,TLW,LT
HOM,27,TLW,LT
HOM,27.2.a,TLW,LT
HOM,27.2.a_NK,TLW,LT
HOM,27.4.a,TLW,LT
HOM,27.4.b,TLW,LT
HOM,27.4.c,TLW,LT
HOM,27.6.a,TLW,LT
HOM,27.7.b,TLW,LT
HOM,27.7.c,TLW,LT
HOM,27.7.c.2,TLW,LT
HOM,27.7.c_NK,TLW,LT
HOM,27.7.d,TLW,LT
HOM,27.7.e,TLW,LT
HOM,27.7.f,TLW,LT
HOM,27.7.h,TLW,LT
HOM,27.7.j,TLW,LT
HOM,27.7.j.2,TLW,LT
HOM,27.7.j_NK,TLW,LT
HOM,27.8.a,TLW,LT
HOM,27_NK,TLW,LT
HOM,27.2,TLW,LV
HOM,27.5,TLW,LV
HOM,27,TLW,LV
HOM,27.1,TLW,LV
HOM,27.10_NK,TLW,LV
HOM,27.2.a,TLW,LV
HOM,27.2.a_NK,TLW,LV
HOM,27.5.b,TLW,LV
HOM,27.5.b.1,TLW,LV
HOM,27.5.b.1_NK,TLW,LV
HOM,27_NK,TLW,LV
HOM,27.2,TLW,NL
HOM,27.3,TLW,NL
HOM,27.4,TLW,NL
HOM,27.5,TLW,NL
HOM,27.6,TLW,NL
HOM,27.7,TLW,NL
HOM,27.8,TLW,NL
HOM,27,TLW,NL
HOM,27.2.a,TLW,NL
HOM,27.2.a.2,TLW,NL
HOM,27.3.a,TLW,NL
HOM,27.4.a,TLW,NL
HOM,27.4.b,TLW,NL
HOM,27.4.c,TLW,NL
HOM,27.4_NK,TLW,NL
HOM,27.5.b,TLW,NL
HOM,27.5.b.1,TLW,NL
HOM,27.5.b.1_NK,TLW,NL
HOM,27.6.a,TLW,NL
HOM,27.6.b,TLW,NL
HOM,27.6.b.2,TLW,NL
HOM,27.7.a,TLW,NL
HOM,27.7.b,TLW,NL
HOM,27.7.c,TLW,NL
HOM,27.7.c.2,TLW,NL
HOM,27.7.c_NK,TLW,NL
HOM,27.7.d,TLW,NL
HOM,27.7.e,TLW,NL
HOM,27.7.f,TLW,NL
HOM,27.7.g,TLW,NL
HOM,27.7.h,TLW,NL
HOM,27.7.j,TLW,NL
HOM,27.7.j.1,TLW,NL
HOM,27.7.j.2,TLW,NL
HOM,27.7.j_NK,TLW,NL
HOM,27.7.k,TLW,NL
HOM,27.7.k.2,TLW,NL
HOM,27.7.k_NK,TLW,NL
HOM,27.8.a,TLW,NL
HOM,27.8.b,TLW,NL
HOM,27.8.d,TLW,NL
HOM,27.8.d.2,TLW,NL
HOM,27.8.d_NK,TLW,NL
HOM,27.8_NK,TLW,NL
HOM,27_NK,TLW,NL
HOM,27.2,TLW,NO
HOM,27.3,TLW,NO
HOM,27.4,TLW,NO
HOM,27.5,TLW,NO
HOM,27.6,TLW,NO
HOM,27.7,TLW,NO
HOM,27,TLW,NO
HOM,27.2.a,TLW,NO
HOM,27.2.a.1,TLW,NO
HOM,27.2.a.2,TLW,NO
HOM,27.2.a_NK,TLW,NO
HOM,27.3.a,TLW,NO
HOM,27.4.a,TLW,NO
HOM,27.4.b,TLW,NO
HOM,27.5.b,TLW,NO
HOM,27.5.b.1,TLW,NO
HOM,27.5.b.1_NK,TLW,NO
HOM,27.5.b.2,TLW,NO
HOM,27.6.a,TLW,NO
HOM,27.6.b,TLW,NO
HOM,27.6.b.2,TLW,NO
HOM,27.7.e,TLW,NO
HOM,27_NK,TLW,NO
HOM,27.2,TLW,PL
HOM,27.4,TLW,PL
HOM,27.6,TLW,PL
HOM,27.7,TLW,PL
HOM,27.9,TLW,PL
HOM,27,TLW,PL
HOM,27.2.b,TLW,PL
HOM,27.2.b_NK,TLW,PL
HOM,27.4.a,TLW,PL
HOM,27.4.b,TLW,PL
HOM,27.4.c,TLW,PL
HOM,27.6.a,TLW,PL
HOM,27.7.d,TLW,PL
HOM,27.7.e,TLW,PL
HOM,27.7.f,TLW,PL
HOM,27.9_NK,TLW,PL
HOM,27.7,TLW,PT
HOM,27.8,TLW,PT
HOM,27.9,TLW,PT
HOM,27,TLW,PT
HOM,27.1,TLW,PT
HOM,27.10.a,TLW,PT
HOM,27.10.a.1,TLW,PT
HOM,27.10.a.2,TLW,PT
